title,author,genres
The End of Forever Erin Bennett 12,"McDaniel, Lurlene *","['Young Adult', 'Contemporary', 'Fiction', 'Romance', 'Realistic Fiction', 'Disability', 'Chick Lit']"
The Time Capsule,"McDaniel, Lurlene *","['Young Adult', 'Realistic Fiction', 'Fiction', 'Romance', 'Teen', 'Contemporary', 'Young Adult Contemporary']"
Telling Christina Goodbye,"McDaniel, Lurlene *","['Young Adult', 'Realistic Fiction', 'Romance', 'Contemporary', 'Fiction', 'Teen', 'Childrens']"
Ill Be Seeing You,"McDaniel, Lurlene *","['Young Adult', 'Romance', 'Fiction', 'Contemporary', 'Childrens', 'Teen', 'Realistic Fiction']"
Angels Watching Over Me Angels 1,"McDaniel, Lurlene *","['Young Adult', 'Romance', 'Fiction', 'Teen', 'Childrens', 'Contemporary', 'Realistic Fiction']"
A Rose for Melinda,"McDaniel, Lurlene *","['Young Adult', 'Romance', 'Contemporary', 'Fiction', 'Realistic Fiction', 'Drama', 'Teen']"
As Long as We Both Shall Live April Lancaster 12,"McDaniel, Lurlene *","['Young Adult', 'Romance', 'Contemporary', 'Young Adult Contemporary', 'Fiction', 'Love', 'Health']"
Dont Die My Love,"McDaniel, Lurlene *","['Young Adult', 'Romance', 'Fiction', 'Contemporary', 'Realistic Fiction', 'Chick Lit', 'Drama']"
The Sweet Far Thing Gemma Doyle 3,"Bray, Libba *","['Fantasy', 'Young Adult', 'Historical Fiction', 'Historical', 'Fiction', 'Romance', 'Paranormal']"
Fatal Shadows The Adrien English Mysteries 1,"Lanyon, Josh *","['Mystery', 'M M Romance', 'Romance', 'Contemporary', 'LGBT', 'Crime', 'Gay']"
Awakening The Watchers 1,"Bolton, Karice *","['Fantasy', 'Paranormal', 'Young Adult', 'Romance', 'Angels', 'Paranormal Romance', 'Fiction']"
Bah Humbug A Christmas Street 1,"Horrocks, Heather","['Romance', 'Christmas', 'Chick Lit', 'Holiday', 'Fiction', 'Contemporary Romance', 'Novella']"
Game Changers Game Changers 1,"Lupica, Mike","['Sports', 'Realistic Fiction', 'Football', 'Young Adult', 'Fiction', 'Middle Grade', 'Childrens']"
Finale Hush Hush 4,"Fitzpatrick, Becca *","['Fantasy', 'Young Adult', 'Romance', 'Angels', 'Paranormal', 'Paranormal Romance', 'Fiction']"
Monument 14 Monument 14 1,"Laybourne, Emmy *","['Young Adult', 'Dystopia', 'Science Fiction', 'Post Apocalyptic', 'Survival', 'Fiction', 'Apocalyptic']"
Lucy in the Sky,Anonymous,"['Young Adult', 'Fiction', 'Contemporary', 'Realistic Fiction', 'Mental Health', 'Teen', 'Mental Illness']"
The Dolphins of Pern Pern 12,"McCaffrey, Anne","['Fantasy', 'Science Fiction', 'Dragons', 'Fiction', 'Science Fiction Fantasy', 'Adult', 'Adventure']"
Dragonquest Dragonriders of Pern 2,"McCaffrey, Anne","['Fantasy', 'Science Fiction', 'Dragons', 'Fiction', 'Science Fiction Fantasy', 'Young Adult', 'Adventure']"
The White Dragon The Dragonriders of Pern 3,"McCaffrey, Anne","['Fantasy', 'Science Fiction', 'Dragons', 'Fiction', 'Science Fiction Fantasy', 'Young Adult', 'High Fantasy']"
Inkheart  Inkspell  Inkdeath The Inkheart Trilogy 13,"Funke, Cornelia *","['Fantasy', 'Young Adult', 'Fiction', 'Childrens', 'Adventure', 'German Literature', 'Middle Grade']"
The Search for Delicious,"Babbitt, Natalie","['Fantasy', 'Childrens', 'Fiction', 'Middle Grade', 'Young Adult', 'Adventure', 'Juvenile']"
Few Things Left Unsaid,"Nagarkar, Sudeep *","['Romance', 'Fiction', 'Love', 'Indian Literature', 'Romantic', 'Love Story', 'Novels']"
The Vision Fallen Star 3,"Sorensen, Jessica *","['Paranormal', 'Fantasy', 'Young Adult', 'Romance', 'Vampires', 'Paranormal Romance', 'Supernatural']"
  ,"Zusak, Markus *","['Historical Fiction', 'Fiction', 'Young Adult', 'Classics', 'Historical', 'War', 'World War II']"
A Kiss Before Dying,"Levin, Ira","['Mystery', 'Fiction', 'Thriller', 'Classics', 'Crime', 'Mystery Thriller', 'Suspense']"
Aztec,"Falconer, Colin *","['Historical Fiction', 'Fiction', 'Historical', '16th Century', 'Novels', 'Thriller']"
Point of Impact Bob Lee Swagger 1,"Hunter, Stephen *","['Thriller', 'Fiction', 'Mystery', 'Action', 'Mystery Thriller', 'Suspense', 'Military Fiction']"
All Yours,"Piñeiro, Claudia","['Fiction', 'Thriller', 'Crime', 'Mystery', 'Adult', 'Spanish Literature', 'Contemporary']"
Montana Dawn McCutcheon Family Series Book 1,"Fyffe, Caroline *","['Romance', 'Westerns', 'Historical Romance', 'Historical', 'Historical Fiction', 'Western Romance', 'Western Historical Romance']"
The Icebound Land Rangers Apprentice 3,"Flanagan, John","['Fantasy', 'Young Adult', 'Fiction', 'Adventure', 'Middle Grade', 'Childrens', 'Young Adult Fantasy']"
Dont Want You Like a Best Friend Mischief  Matchmaking 1,"Alban, Emma R. *","['Romance', 'Historical Fiction', 'LGBT', 'Lesbian', 'Queer', 'Historical', 'Historical Romance']"
The House at Riverton,"Morton, Kate *","['Historical Fiction', 'Fiction', 'Mystery', 'Historical', 'Romance', 'Gothic', 'British Literature']"
Dance of Shadows Dance of Shadows 1,"Black, Yelena","['Young Adult', 'Fantasy', 'Paranormal', 'Mystery', 'Romance', 'Demons', 'Supernatural']"
Small Vices Spenser 24,"Parker, Robert B.","['Mystery', 'Fiction', 'Detective', 'Crime', 'Thriller', 'Mystery Thriller', 'Suspense']"
Spirit Wolf Wolves of the Beyond 5,"Lasky, Kathryn","['Fantasy', 'Animals', 'Middle Grade', 'Wolves', 'Fiction', 'Adventure', 'Childrens']"
The Grand Finale,"Evanovich, Janet *","['Romance', 'Chick Lit', 'Fiction', 'Humor', 'Contemporary Romance', 'Contemporary', 'Mystery']"
Genghis Birth of an Empire Conqueror 1,"Iggulden, Conn","['Historical Fiction', 'Fiction', 'Historical', 'Fantasy', 'Asia', 'War', 'Adventure']"
Bound Arelia LaRue 1,"Saito, Kira *","['Young Adult', 'Paranormal', 'Fantasy', 'Romance', 'Paranormal Romance', 'Magic', 'Ghosts']"
A Thousand Splendid Suns,"Hosseini, Khaled *","['Fiction', 'Historical Fiction', 'Historical', 'Novels', 'Classics', 'War', 'Adult']"
The Betrayed,"Hosp, David","['Fiction', 'Thriller', 'Mystery', 'Crime']"
Carry On Mr Bowditch,"Latham, Jean Lee","['Historical Fiction', 'Fiction', 'Classics', 'Young Adult', 'Childrens', 'Historical', 'School']"
Decadent Wicked Lovers 2,"Black, Shayla *","['Romance', 'BDSM', 'Menage', 'Erotic Romance', 'Contemporary', 'Erotica', 'Contemporary Romance']"
The Power of the Dog,"Savage, Thomas","['Fiction', 'Historical Fiction', 'Classics', 'LGBT', 'Historical', 'Westerns', 'Queer']"
The Pigman The Pigman 1,"Zindel, Paul","['Young Adult', 'Fiction', 'Classics', 'School', 'Realistic Fiction', 'Read For School', 'Teen']"
172 Hours on the Moon,"Harstad, Johan","['Horror', 'Young Adult', 'Science Fiction', 'Fiction', 'Thriller', 'Space', 'Mystery']"
Evidence of Things Unseen,"Wiggins, Marianne","['Fiction', 'Historical Fiction', 'Literary Fiction', 'Historical', 'Novels', 'Contemporary', 'Literature']"
Days of Blood  Starlight Daughter of Smoke  Bone 2,"Taylor, Laini *","['Fantasy', 'Young Adult', 'Romance', 'Paranormal', 'Angels', 'Urban Fantasy', 'Fiction']"
Roll of Thunder Gift Set Roll of Thunder Hear My Cry Let the Circle Be Unbroken the Road to Memphis,"Taylor, Mildred D.","['Fiction', 'Young Adult', 'Banned Books', 'Historical Fiction', 'African American', 'Childrens']"
Invisible Monsters Remix,"Palahniuk, Chuck *","['Fiction', 'Contemporary', 'Thriller', 'Horror', 'Novels', 'Humor', 'Mystery']"
The Coldest Girl in Coldtown,"Black, Holly *","['Fantasy', 'Young Adult', 'Vampires', 'Paranormal', 'Horror', 'Urban Fantasy', 'Romance']"
A Midsummers Nightmare Hamilton High 3,"Keplinger, Kody *","['Young Adult', 'Contemporary', 'Romance', 'Chick Lit', 'Realistic Fiction', 'New Adult', 'Young Adult Contemporary']"
Yesterdays Gone Season One,"Platt, Sean *","['Horror', 'Post Apocalyptic', 'Science Fiction', 'Apocalyptic', 'Dystopia', 'Thriller', 'Amazon']"
What Happens Next,"Clayton, Colleen *","['Young Adult', 'Contemporary', 'Romance', 'Realistic Fiction', 'Abuse', 'Young Adult Contemporary', 'High School']"
Edenbrooke Edenbrooke 1,"Donaldson, Julianne *","['Romance', 'Historical Fiction', 'Historical Romance', 'Historical', 'Fiction', 'Regency', 'Clean Romance']"
The Oath of the Vayuputras Shiva Trilogy 3,"Tripathi, Amish *","['Fiction', 'Mythology', 'Fantasy', 'Indian Literature', 'Historical Fiction', 'India', 'Amish']"
The Chimera Vector The Fifth Column 1,"Farrugia, Nathan M.","['Science Fiction', 'Thriller', 'Fiction', 'Action', 'Adventure', 'Fantasy', 'Mystery']"
The Honorable Imposter 1620 The House of Winslow 1,"Morris, Gilbert","['Historical Fiction', 'Christian Fiction', 'Christian', 'Fiction', 'Historical', 'Romance', 'Christian Romance']"
Partners in Crime Sleuth or Dare 1,"Harrington, Kim *","['Mystery', 'Middle Grade', 'Childrens', 'Fiction', 'Mystery Thriller', 'Contemporary', 'Young Adult']"
Strong Motion,"Franzen, Jonathan","['Fiction', 'Novels', 'Literary Fiction', 'Contemporary', 'American', 'Literature', 'The United States Of America']"
A Dangerous Woman,"Morris, Mary McGarry","['Fiction', 'Contemporary', 'Literary Fiction', 'Novels', 'Mental Illness', 'Mental Health', 'Romance']"
Fated Soul Seekers 1,"Noel, Alyson *","['Fantasy', 'Young Adult', 'Paranormal', 'Romance', 'Magic', 'Supernatural', 'Paranormal Romance']"
Reid Alleje 1 Stallion 24,"(PHR), Sofia","['Romance', 'Love']"
Discord Ther Melian 3,"M.S., Shienny *","['Fantasy', 'Indonesian Literature', 'Romance', 'Adventure', 'Young Adult', 'Novels', 'Fiction']"
Sweetness Bold As Love 1,"Paige, Lindsay *","['Romance', 'Young Adult', 'Contemporary', 'Contemporary Romance', 'Abuse', 'Sports', 'High School']"
You Were My Crushtill you said you love me,"Datta, Durjoy *","['Romance', 'Fiction', 'Romantic', 'Indian Literature', 'Love Story', 'Love', 'Novels']"
Demons are a Ghouls Best Friend Ghost Hunter Mystery 2,"Laurie, Victoria *","['Mystery', 'Paranormal', 'Ghosts', 'Cozy Mystery', 'Paranormal Mystery', 'Fantasy', 'Fiction']"
Just One Year Just One Day 2,"Forman, Gayle *","['Young Adult', 'Romance', 'Contemporary', 'Fiction', 'New Adult', 'Realistic Fiction', 'Travel']"
Keeper of the Lost Cities Keeper of the Lost Cities 1,"Messenger, Shannon *","['Fantasy', 'Middle Grade', 'Young Adult', 'Fiction', 'Adventure', 'Magic', 'Childrens']"
Gravity The Taking 1,"West, Melissa *","['Young Adult', 'Science Fiction', 'Aliens', 'Dystopia', 'Romance', 'Fantasy', 'Paranormal']"
Destined Wings 4,"Pike, Aprilynne","['Fantasy', 'Young Adult', 'Romance', 'Paranormal', 'Fairies', 'Fae', 'Fiction']"
The Best Exotic Marigold Hotel,"Moggach, Deborah *","['Fiction', 'India', 'Contemporary', 'Humor', 'British Literature', 'Romance', 'Travel']"
Deadweather and Sunrise The Chronicles of Egg 1,"Rodkey, Geoff *","['Fantasy', 'Middle Grade', 'Adventure', 'Pirates', 'Young Adult', 'Fiction', 'Mystery']"
Mercy,"Picoult, Jodi *","['Fiction', 'Contemporary', 'Romance', 'Chick Lit', 'Drama', 'Adult', 'Adult Fiction']"
Roadside Picnic,"Strugatsky, Arkady","['Science Fiction', 'Fiction', 'Russia', 'Classics', 'Russian Literature', 'Fantasy', 'Novels']"
No Flying in the House,"Brock, Betty","['Fantasy', 'Childrens', 'Fiction', 'Middle Grade', 'Magic', 'Chapter Books', 'Young Adult']"
The Mongoliad Book One Foreworld 1,"Stephenson, Neal *","['Fantasy', 'Historical Fiction', 'Fiction', 'Historical', 'Alternate History', 'Science Fiction', 'Adventure']"
Eternity Road,"McDevitt, Jack","['Science Fiction', 'Fiction', 'Post Apocalyptic', 'Apocalyptic', 'Dystopia', 'Fantasy', 'Adventure']"
The Gambler,"Dostoevsky, Fyodor","['Classics', 'Fiction', 'Russian Literature', 'Russia', 'Literature', 'Novels', '19th Century']"
The Ladies of Covington Send Their Love Ladies of Covington 1,"Medlicott, Joan","['Fiction', 'Chick Lit', 'Romance', 'Womens Fiction', 'Adult', 'Southern', 'Womens']"
From the Heart of Covington Ladies of Covington 3,"Medlicott, Joan","['Fiction', 'Romance']"
At Home in Covington Ladies of Covington 5,"Medlicott, Joan",['Fiction']
Two Days After the Wedding Ladies of Covington 6,"Medlicott, Joan","['Fiction', 'Romance']"
The Spirit of Covington Ladies of Covington 4,"Medlicott, Joan","['Fiction', 'Romance', 'Chick Lit']"
As Dead As It Gets Bad Girls Dont Die 3,"Alender, Katie *","['Horror', 'Young Adult', 'Paranormal', 'Ghosts', 'Fantasy', 'Supernatural', 'Mystery']"
The Straw Men Straw Men 1,"Marshall, Michael","['Thriller', 'Horror', 'Fiction', 'Crime', 'Mystery', 'Mystery Thriller', 'Suspense']"
Taken at Dusk Shadow Falls 3,"Hunter, C.C. *","['Fantasy', 'Young Adult', 'Paranormal', 'Vampires', 'Romance', 'Werewolves', 'Supernatural']"
The Yacoubian Building,"الأسواني, علاء","['Fiction', 'Egypt', 'Africa', 'Novels', 'Literature', 'Historical Fiction', 'Contemporary']"
Darkness Before Dawn Darkness Before Dawn 1,"London, J.A.","['Vampires', 'Young Adult', 'Paranormal', 'Fantasy', 'Dystopia', 'Romance', 'Paranormal Romance']"
Canada,"Ford, Richard","['Fiction', 'Canada', 'Literary Fiction', 'Contemporary', 'Coming Of Age', 'Novels', 'Literature']"
Sweetheart I Sweetheart 1,"Cecilia, Martha",['Romance']
Lavander Lace,"Cecilia, Martha","['Romance', 'Adult']"
Bare Bones Temperance Brennan 6,"Reichs, Kathy *","['Mystery', 'Crime', 'Fiction', 'Thriller', 'Mystery Thriller', 'Suspense', 'Murder Mystery']"
Tell the Wolves Im Home,"Brunt, Carol Rifka *","['Fiction', 'Young Adult', 'Historical Fiction', 'Contemporary', 'Coming Of Age', 'LGBT', 'Adult']"
Deadly Decisions Temperance Brennan 3,"Reichs, Kathy *","['Mystery', 'Crime', 'Fiction', 'Thriller', 'Mystery Thriller', 'Suspense', 'Murder Mystery']"
Death du Jour Temperance Brennan 2,"Reichs, Kathy *","['Mystery', 'Crime', 'Fiction', 'Thriller', 'Mystery Thriller', 'Suspense', 'Murder Mystery']"
Fatal Voyage Temperance Brennan 4,"Reichs, Kathy *","['Mystery', 'Crime', 'Fiction', 'Thriller', 'Mystery Thriller', 'Suspense', 'Murder Mystery']"
The Unvanquished The Corrected Text,"Faulkner, William","['Fiction', 'Classics', 'Historical Fiction', 'Literature', 'Southern', 'Novels', 'American']"
The Boyfriend Game First Kisses 5,"Davis, Stephie","['Young Adult', 'Romance', 'Chick Lit', 'Sports', 'Contemporary', 'Young Adult Romance', 'High School']"
Fifty Shades Freed Fifty Shades 3,"James, E.L. *","['Romance', 'Erotica', 'Fiction', 'BDSM', 'Adult', 'Contemporary', 'Contemporary Romance']"
Spark Sky Chasers 2,"Ryan, Amy Kathleen *","['Young Adult', 'Science Fiction', 'Dystopia', 'Romance', 'Space', 'Fantasy', 'Fiction']"
Ignite Midnight Fire 1,"Davis, Kaitlyn *","['Paranormal', 'Young Adult', 'Vampires', 'Fantasy', 'Romance', 'Paranormal Romance', 'Supernatural']"
A Hidden Fire Elemental Mysteries 1,"Hunter, Elizabeth *","['Paranormal', 'Fantasy', 'Romance', 'Vampires', 'Paranormal Romance', 'Urban Fantasy', 'Mystery']"
The Rock Stars Daughter Treadwell Academy 1,"Duffy, Caitlyn *","['Young Adult', 'Romance', 'Fiction', 'Contemporary', 'Chick Lit', 'Music', 'Realistic Fiction']"
The Lifeboat,"Rogan, Charlotte *","['Fiction', 'Historical Fiction', 'Historical', 'Survival', 'Book Club', 'Adult Fiction', 'Mystery']"
Have Mercy on Us All Commissaire Adamsberg 4,"Vargas, Fred","['Mystery', 'Crime', 'Fiction', 'France', 'Thriller', 'Detective', 'Roman']"
Deaths Rival Jane Yellowrock 5,"Hunter, Faith *","['Urban Fantasy', 'Fantasy', 'Paranormal', 'Vampires', 'Magic', 'Shapeshifters', 'Fiction']"
Tink North of Never Land Tales of Pixie Hollow 9,"Thorpe, Kiki","['Fantasy', 'Childrens', 'Fairies', 'Middle Grade', 'Fiction', 'Chapter Books', 'Juvenile']"
Get Me out of Here Middle School 2,"Patterson, James *","['Middle Grade', 'Realistic Fiction', 'Fiction', 'Humor', 'Childrens', 'Young Adult', 'School']"
The Year of the Book Anna Wang 1,"Cheng, Andrea","['Middle Grade', 'Realistic Fiction', 'Fiction', 'Childrens', 'Family', 'Cultural', 'Books About Books']"
The Serpents Shadow The Kane Chronicles 3,"Riordan, Rick *","['Fantasy', 'Mythology', 'Young Adult', 'Middle Grade', 'Fiction', 'Adventure', 'Magic']"
The Persian Pickle Club,"Dallas, Sandra","['Fiction', 'Historical Fiction', 'Mystery', 'Chick Lit', 'Book Club', 'Historical', 'Adult Fiction']"
Why the Whales Came,"Morpurgo, Michael","['Childrens', 'Fiction', 'Historical Fiction', 'Middle Grade', 'Young Adult', 'Animals', 'Novels']"
The Cure of Souls Merrily Watkins 4,"Rickman, Phil","['Mystery', 'Fiction', 'Crime', 'Paranormal', 'Supernatural', 'Horror', 'Mystery Thriller']"
The Tycoons Vacation Baby for the Billionaire 2,"Anne, Melody *","['Romance', 'Contemporary Romance', 'Contemporary', 'Erotica', 'Fiction', 'Adult', 'Chick Lit']"
The Tycoons Proposal Baby for the Billionaire 3,"Anne, Melody *","['Romance', 'Contemporary Romance', 'Contemporary', 'Erotica', 'Fiction', 'Adult', 'Abuse']"
The Vincent Boys The Vincent Boys 1,"Glines, Abbi *","['Romance', 'Young Adult', 'New Adult', 'Contemporary', 'Contemporary Romance', 'Chick Lit', 'High School']"
The Legend of Nightfall Nightfall 1,"Reichert, Mickey Zucker","['Fantasy', 'Fiction', 'High Fantasy', 'Science Fiction Fantasy', 'Epic Fantasy', 'Magic', 'Adventure']"
Making You Mine The Moreno Brothers 5,"Reyes, Elizabeth *","['Romance', 'New Adult', 'Contemporary', 'Contemporary Romance', 'Young Adult', 'Chick Lit', 'Adult']"
Wormwood Wormwood 1,"Taylor, G.P.","['Fantasy', 'Fiction', 'Young Adult', 'Christian Fiction', 'Historical Fiction', 'Science Fiction Fantasy', 'Paranormal']"
Lord of Darkness Maiden Lane 5,"Hoyt, Elizabeth *","['Historical Romance', 'Romance', 'Historical', 'Historical Fiction', 'Fiction', 'Adult', 'Georgian']"
Until I Die Revenants 2,"Plum, Amy *","['Young Adult', 'Fantasy', 'Paranormal', 'Romance', 'Paranormal Romance', 'Zombies', 'Supernatural']"
Terminal,"Cook, Robin *","['Fiction', 'Thriller', 'Mystery', 'Medical', 'Suspense', 'Mystery Thriller', 'Horror']"
The Spellman Files The Spellmans 1,"Lutz, Lisa *","['Mystery', 'Fiction', 'Humor', 'Mystery Thriller', 'Chick Lit', 'Adult', 'Contemporary']"
Class A Cherub 2,"Muchamore, Robert","['Young Adult', 'Fiction', 'Action', 'Adventure', 'Espionage', 'Childrens', 'Thriller']"
The Sleepwalker Cherub 9,"Muchamore, Robert","['Young Adult', 'Fiction', 'Action', 'Childrens', 'Adventure', 'Espionage', 'Thriller']"
The Well of Loneliness,"Hall, Radclyffe","['Classics', 'Fiction', 'LGBT', 'Queer', 'Lesbian', 'Romance', 'Historical Fiction']"
The Castle of Otranto,"Walpole, Horace","['Classics', 'Gothic', 'Horror', 'Fiction', 'Fantasy', '18th Century', 'Literature']"
Jake and Lily,"Spinelli, Jerry","['Middle Grade', 'Realistic Fiction', 'Fiction', 'Childrens', 'Contemporary', 'Family', 'Young Adult']"
Never Fall Down,"McCormick, Patricia","['Historical Fiction', 'Young Adult', 'Fiction', 'War', 'Historical', 'Survival', 'Realistic Fiction']"
Cat on the Scent Mrs Murphy 7,"Brown, Rita Mae","['Mystery', 'Fiction', 'Cozy Mystery', 'Animals', 'Cats', 'Crime', 'Mystery Thriller']"
The Tail of the TipOff  Mrs Murphy 11,"Brown, Rita Mae","['Mystery', 'Fiction', 'Cozy Mystery', 'Animals', 'Cats', 'Crime', 'Adult Fiction']"
One for the Murphys,"Hunt, Lynda Mullaly *","['Realistic Fiction', 'Middle Grade', 'Young Adult', 'Fiction', 'Family', 'Contemporary', 'Fostering']"
In My Fathers House Shiloh Legacy 1,"Thoene, Bodie *","['Historical Fiction', 'Christian Fiction', 'Fiction', 'Christian', 'Historical', 'Romance', 'Inspirational']"
Messenger The Giver 3,"Lowry, Lois *","['Young Adult', 'Dystopia', 'Fiction', 'Fantasy', 'Science Fiction', 'Middle Grade', 'Classics']"
Ijaam,"Antoon, Sinan *","['Fiction', 'Novels', 'Historical Fiction', 'Literature', 'Politics', 'School', 'Psychology']"
Between the Devil and the Deep Blue Sea Between 1,"Tucholke, April Genevieve","['Young Adult', 'Fantasy', 'Paranormal', 'Romance', 'Horror', 'Gothic', 'Supernatural']"
Elegy for a Lost Star Symphony of Ages 5,"Haydon, Elizabeth","['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Romance', 'Dragons']"
The Case of Charles Dexter Ward,"Lovecraft, H.P.","['Horror', 'Fiction', 'Classics', 'Fantasy', 'Lovecraftian', 'Mystery', 'Science Fiction']"
