title,author,answer,citation
Beautiful Chaos Caster Chronicles 3,"Garcia, Kami","[1, ""Lena Duchannes""]","['https://www.goodreads.com/book/show/11210741-beautiful-chaos', 'https://parapith.weebly.com/book-summaries/beautiful-chaos', 'https://yabookscentral.com/beautiful-chaos/', 'https://www.goodreads.com/book/show/11210741', 'http://starcrossedbookblog.com/reviews/series/caster-chronicles/']"
Elegance,"Tessaro, Kathleen","[1, ""Louise Canova""]","['https://readmuse.blogspot.com/2013/11/elegance-by-kathleen-tessaro-review.html', 'https://www.goodreads.com/book/show/107611.Elegance', 'https://allaboutromance.com/book-review/elegance/', 'https://www.goodreads.com/book/show/2277818.Elegance', 'https://www.independent.co.uk/arts-entertainment/books/reviews/elegance-by-kathleen-tessaro-95732.html']"
Hersenschimmen,"Bernlef, J.","[0, """"]","['https://www.imdb.com/title/tt0190450/', 'https://interface.org.tw/index.php/if/article/view/169/525', 'https://caans-acaen.ca/Journal/issues_online/Issue_XIX_ii_1998/ZWEERS.pdf', 'http://arno.uvt.nl/show.cgi?fid=151756', 'https://www.webnovel.com/ask/t3909940732380212']"
Moonstruck Madness Dominick 1,"McBain, Laurie","[1, ""Sabrina""]","['https://www.goodreads.com/book/show/9550659', 'https://www.romance.io/topics/most/poor%20heroine,outlaw-heroine/4', 'https://app.thestorygraph.com/book_reviews/b9de162e-00ce-489e-adef-a6adb32f53d4', 'https://www.romance.io/topics/best/abuse-mc,sassy%20heroine/12', 'https://substack.com/home/post/p-149859829']"
A Year in the Merde,"Clarke, Stephen","[0, """"]","['https://en.wikipedia.org/wiki/A_Year_in_the_Merde', 'https://app.thestorygraph.com/book_reviews/5ddd998d-5525-4d59-970c-1d2570c0bded/content_warning/35', 'https://francetoday.com/learn/interviews/interview-with-author-stephen-clarke-merde-just-got-real/', 'https://app.thestorygraph.com/book_reviews/36a64bbe-02fb-4953-a0a6-0f7ad870c995?page=3', 'https://www.blinkist.com/en/books/a-year-in-the-merde-en']"
Ravens Gate Power of Five 1,"Horowitz, Anthony","[0, """"]","['https://en.wikipedia.org/wiki/List_of_The_Power_of_Five_characters', 'https://en.wikipedia.org/wiki/The_Power_of_Five', 'https://www.goodreads.com/book/show/710178', 'https://www.supersummary.com/raven-s-gate/summary/', 'https://womenwriteaboutcomics.com/2014/07/visuals-vs-written-narrative-ravens-gate/']"
Buffy the Vampire Slayer Out of the Madhouse The Gatekeeper Trilogy 1,"Golden, Christopher","[1, ""Buffy Summers""]","['https://goodreads.com/book/show/107667.Out_of_the_Madhouse__The_Gatekeeper_Trilogy___1_', 'https://www.cesnur.org/buffy_fict_02.htm', 'http://offline.buffy.de/www.slayage.tv/essays/slayage4/meltonbooks.htm', 'https://www.goodreads.com/book/similar/284743-buffy-the-vampire-slayer-angel-door-to-alternity', 'https://www.thriftbooks.com/w/one-thing-or-your-mother_kirsten-beyer/767677/']"
Nightrise Power of Five 3,"Horowitz, Anthony","[0, """"]","['https://en.wikipedia.org/wiki/List_of_The_Power_of_Five_characters', 'https://en.wikipedia.org/wiki/The_Power_of_Five', 'https://www.goodreads.com/book/show/851339', 'https://www.fanfiction.net/s/8823981/5/Things-not-to-do-to-Power-of-Five-characters', 'https://en-academic.com/dic.nsf/enwiki/11517311']"
Evil Star Power of Five 2,"Horowitz, Anthony","[0, """"]","['https://www.goodreads.com/book/show/107670', 'https://www.goodreads.com/characters/47899-matt-freeman', 'https://www.librarycat.org/lib/demw/item/51412185', 'https://www.librarycat.org/lib/demw/item/79361501', 'https://en.wikipedia.org/wiki/List_of_The_Power_of_Five_characters']"
Merde Actually,"Clarke, Stephen","[1, """"]","['https://en.wikipedia.org/wiki/A_Year_in_the_Merde', 'https://www.christian-sauve.com/2010/05/a-year-in-the-merde-stephen-clarke/', 'https://www.latimes.com/archives/la-xpm-2007-jul-31-et-frenchbook31-story.html', 'https://www.thriftbooks.com/w/merde-actually_stephen-clarke/452539/', 'https://www.bookey.app/quote-book/merde-actually']"
The Garden of Eden,"Hemingway, Ernest","[1, ""Catherine Bourne""]","['https://www.gradesaver.com/the-garden-of-eden/study-guide/character-list', 'https://www.enotes.com/topics/garden-eden/characters', 'https://en.wikipedia.org/wiki/The_Garden_of_Eden_(novel)', 'https://digitalcommons.usf.edu/cgi/viewcontent.cgi?article=1467&context=etd', 'https://ivypanda.com/essays/gender-identity-in-hemingways-garden-of-eden/']"
The Boy in the Suitcase Nina Borg 1,"Kaaberbøl, Lene","[1, ""Nina Borg""]","['https://sohopress.com/books/the-boy-in-the-suitcase/', 'https://libgirlbooks.com/2022/07/25/the-boy-in-the-suitcase-by-lene-kaaberbol-and-agnete-friis-a-book-review/', 'https://www.goodreads.com/book/show/10776592-the-boy-in-the-suitcase', 'https://powerlibrarian.wordpress.com/2019/04/18/book-review-the-boy-in-the-suitcase-by-lene-kaaberbol-and-agnete-friis/', 'https://www.bookrags.com/studyguide-the-boy-in-the-suitcase/']"
War Brides,"Bryan, Helen","[1, ""Alice Osbourne""]","['https://landofbooks.org/2015/02/22/helen-bryan-90-of-the-stories-in-war-brides-are-based-on-real-people/', 'https://www.goodreads.com/book/show/10776793-war-brides', 'https://livingoutsidethestacks.com/book-review-war-brides-by-helen-bryan/', 'https://forums.onlinebookclub.org/viewtopic.php?t=36231', 'https://www.bookey.app/book/war-brides']"
The Secret Highlands Lairds 1,"Garwood, Julie","[1, ""Judith Hampton""]","['https://goodreads.com/book/show/107770.The_Secret__Highlands__Lairds___1_', 'https://bookbinge.com/2009/12/author-spotlight-review-the-secret-by-julie-garwood/', 'https://www.romance.io/books/5455240c8c7d2383163d8e53/the-secret-julie-garwood', 'https://www.goodreads.com/topic/show/1283001-the-secret-highlands-lairds-1', 'https://bookbinge.com/reviews/series/highlands-lairds/']"
Slow Burn BuchananRenard 5,"Garwood, Julie","[1, ""Kate MacKenna""]","['https://www.goodreads.com/book/show/107771.Slow_Burn', 'https://goodreads.com/book/show/107771.Slow_Burn__Buchanan_Renard___5_', 'https://www.blacksbookshop.com/pages/books/10362/julie-garwood/slow-burn-buchanan-renard-5', 'https://www.romance.io/series/58fe0c329096bf31c42d3230/buchananrenard', 'https://blog.sipeed.com/results/virtual-library/Documents/Slow_Burn_Buchanan_Renard_5_By_Julie_Garwood.pdf']"
The Prize,"Garwood, Julie","[1, ""Nicholaa""]","['https://www.goodreads.com/book/show/107772.The_Prize', 'https://bookbinge.com/2008/03/the-prize-by-julie-garwood/', 'https://www.romance.io/books/545524bb8c7d2383163d8e74/the-prize-julie-garwood', 'https://www.goodreads.com/book/show/19409461', 'https://www.bookrags.com/studyguide-the-prize2/']"
Mercy BuchananRenard 2,"Garwood, Julie","[1, ""Michelle Renard""]","['https://goodreads.com/book/show/107773.Mercy__Buchanan_Renard___2_', 'https://www.blacksbookshop.com/pages/books/10655/julie-garwood/mercy-buchanan-renard-2', 'https://www.librarycat.org/lib/IJTLIB/item/35617040', 'https://juliegarwood.com/books/mercy/', 'https://www.bookseries.org/series/buchanan-renard/']"
Honors Splendour,"Garwood, Julie","[1, ""Lady Madelyne""]","['https://www.goodreads.com/book/show/19258278-honor-s-splendour', 'https://allaboutromance.com/book-review/honors-splendour/', 'https://juliegarwood.com/books/honors-splendour/', 'https://www.romance.io/books/5455287b8c7d2382c529708e/honors-splendour-julie-garwood', 'https://www.barnesandnoble.com/w/honors-splendour-julie-garwood/1000576904']"
Castles Crowns Spies 4,"Garwood, Julie","[1, ""Alesandra""]","['https://www.api.motion.ac.in/textbooks/threads/_pdfs/spot_pricing_of_electricity_hardcover.pdf', 'https://goodreads.com/book/show/107775.Castles__Crown_s_Spies___4_', 'https://bookbinge.com/reviews/series/crown-spies/', 'http://www.thcreviews.com/cgi-bin/vts/book_review.html?book_review_id=1436', 'https://blog.ghostwritingfounder.com/julie-garwood-books-in-order/']"
Ransom Highlands Lairds 2,"Garwood, Julie","[1, ""Lady Gillian""]","['https://www.goodreads.com/book/show/107776.Ransom', 'https://en.wikipedia.org/wiki/Ransom_(Garwood_novel)', 'https://bookbinge.com/2013/02/review-ransom-by-julie-garwood/', 'https://allaboutromance.com/book-review/ransom-julie-garwood/', 'https://bookbinge.com/reviews/series/highlands-lairds/']"
Prince Charming,"Garwood, Julie","[1, ""Taylor""]","['https://www.goodreads.com/book/show/1940478', 'https://allaboutromance.com/book-review/prince-charming-by-julie-garwood/', 'https://www.goodreads.com/book/show/107777.Prince_Charming', 'http://www.thcreviews.com/cgi-bin/vts/book_review.html?book_review_id=460', 'https://milesofpagesblog.wordpress.com/2017/09/04/prince-charming-review/']"
The Wedding Lairds Fiances 2,"Garwood, Julie","[1, ""Lady Brenna""]","['https://bookbinge.com/reviews/series/lairds-fiancees/', 'https://www.goodreads.com/book/show/107778.The_Wedding', 'https://www.goodreads.com/book/show/847940.The_Wedding', 'https://crawlingoverthepagesblog.wordpress.com/2012/05/14/book-review-the-wedding/', 'https://bookbinge.com/2019/10/joint-review-the-wedding-by-julie-garwood/']"
The Bride Lairds Fiances 1,"Garwood, Julie","[1, ""Jamie""]","['https://www.goodreads.com/book/show/107779.The_Bride', 'https://allaboutromance.com/book-review/the-bride-by-julie-garwood/', 'https://www.goodreads.com/book/107779/questions', 'https://www.romanceataglance.com/podcast/the-bride-by-julie-garwood', 'https://www.fictiondb.com/author/julie-garwood~2755.htm']"
Shadow of a Bull,"Wojciechowska, Maia","[0, """"]","['https://amyrogershays.com/2017/05/15/newbery-review-44-shadow-bull-wojciechowska-1965/', 'https://newbookrecommendation.com/summary-of-shadow-of-a-bull-by-maia-wojciechowska-a-detailed-synopsis/', 'https://www.enotes.com/topics/shadow-bull/characters', 'https://www.goodreads.com/book/show/1077808', 'https://www.enotes.com/topics/shadow-bull/in-depth']"
The Gift Crowns Spies 3,"Garwood, Julie","[1, ""Sara Winchester""]","['https://www.goodreads.com/book/show/107781', 'https://bookbinge.com/reviews/series/crown-spies/', 'http://www.thcreviews.com/cgi-bin/vts/book_review.html?book_review_id=1223', 'https://bookbin.com/book/9781536670585', 'https://blog.ghostwritingfounder.com/julie-garwood-books-in-order/']"
The Lions Lady Crowns Spies 1,"Garwood, Julie","[0, """"]","['https://fantasyguides.com/blogs/articles/denver-broncos?comment=125306306644&page=13', 'https://wodfever.com/blogs/new-posts/the-top-30-hottest-crossfit-girls-of-2018?comment=134497566948&page=37', 'https://www.survivalknifeexperts.com/blogs/the-survival-guide-blog/79937412-schrade-schf9n-review?comment=128889946161&page=13', 'https://tournaments.spikeball.com/blogs/the-rally/sra-2019-postseason-team-rankings?comment=133011079344&page=43', 'https://www.katyloo.com/blogs/news/spotlight-pom-pom-surprise-dress?comment=126675517558&page=3']"
The Fire Witch  Wizard 3,"Patterson, James","[0, """"]","['https://www.goodreads.com/book/similar/15690266-the-fire-witch-wizard-3', 'https://na1.coscoshipping.com/data/Resources/HomePages/50_jahre_years_documenta_19552005.pdf', 'https://www.ffcp.garena.com/online-research/learning-modules/open-document/bright_young_women_jessica_knoll.pdf', 'https://classroom.edopoly.edu.ng/About/publication/index.jsp/The%20Enchantment%20Of%20Modern%20Life%20Attachments%20Crossings%20And%20Ethics.pdf', 'https://elearning.ascoea.edu.ng/results/scholarship/fetch.php/Finding_Out_An_Introduction_To_Lgbt_Studies_Pdf_By.pdf']"
Guardian Angel Crowns Spies 2,"Garwood, Julie","[1, ""Jade""]","['https://pavingmyauthorsroad.wordpress.com/2023/08/02/iwsg-day-manhwa-julie-gardwood-july-writing-update/', 'https://blog.sipeed.com/public/scholarship/Documents/Anne_Of_Green_Gables_Word_Cloud_Classics.pdf', 'https://www2.parklanejewelry.com/results/Resources/HomePages/the_proposal_the_english_garden_1_by_lori_wick.pdf', 'https://www2.parklanejewelry.com/data/uploaded-files/index.jsp/Velveteen_By_Daniel_Marks.pdf', 'https://bookbinge.com/2009/12/author-spotlight-review-guardian-angel-by-julie-garwood/']"
The Immortals Collection The Immortals 14,"Noel, Alyson","[0, """"]","['https://en.wikipedia.org/wiki/Immortals_(Achaemenid_Empire)', 'https://mythopedia.com/topics/naiads', 'https://journals.openedition.org/dictynna/3375?lang=en', 'https://cdr.lib.unc.edu/downloads/dz010r56w?locale=en', 'https://www.pandius.com/Mystaran_Almanac_AC1015_by_Morfie_V2.00.pdf']"
Heartbreaker BuchananRenard 1,"Garwood, Julie","[1, ""Laurant Madden""]","['https://www.goodreads.com/book/show/937912', 'https://www.goodreads.com/book/show/107789.Heartbreaker', 'https://bookaholicsreview.wordpress.com/2009/02/23/heartbreaker-by-julie-garwood-buchanan-renard-series-book-1/', 'https://books.apple.com/us/book/heartbreaker/id381465184', 'http://alphareader.blogspot.com/2010/09/heartbreaker-by-julie-garwood.html']"
Gentle Warrior,"Garwood, Julie","[1, ""Elizabeth Montwright""]","['http://www.thcreviews.com/cgi-bin/vts/book_review.html?book_review_id=215', 'https://www.goodreads.com/book/show/419358.Gentle_Warrior', 'https://www.goodreads.com/book/show/12952466.Gentle_Warrior__Tapestry_Romance_', 'https://app.thestorygraph.com/book_reviews/6c4755e3-a7ed-48ab-947b-347c0456bed2?page=6', 'https://www.simonandschuster.com/books/Gentle-Warrior/Julie-Garwood/9780671737801']"
One White Rose Rose 3,"Garwood, Julie","[1, """"]","['https://www.goodreads.com/book/show/107795.One_White_Rose', 'https://www.goodreads.com/book/show/8906538-one-pink-rose', 'https://s.gr-assets.com/list/show/34453.Not_the_Hero_s_Baby', 'https://www.goodreads.com/book/show/574200', 'https://thisbookisass.livejournal.com/1757.html']"
The Good Earth House of Earth 1,"Buck, Pearl S.","[1, ""O-lan""]","['https://www.sparknotes.com/lit/goodearth/characters/', 'https://www.litcharts.com/lit/the-good-earth/characters', 'https://en.wikipedia.org/wiki/The_Good_Earth', 'https://www.gradesaver.com/the-good-earth/study-guide/character-list', 'https://www.bookrags.com/notes/ge/chr.html']"
Problemski Hotel,"Verhulst, Dimitri","[0, """"]","['https://waterbloggedbooks.wordpress.com/2016/05/06/problemski-hotel/', 'https://mobile.cinequest.org/node/281591', 'https://www.the-low-countries.com/wp-content/uploads/2024/08/TLC_25_GrootDeel_E_ETTY.pdf', 'https://is.muni.cz/th/wit00/?lang=en%3Bcop%3D3379229%3Bid%3D137339', 'https://www.barnesandnoble.com/w/the-misfortunates-dimitri-verhulst/1107759854']"
Courageous,"Alcorn, Randy","[0, """"]","['https://en.wikipedia.org/wiki/Courageous_(film)', 'https://sharonhenning.blogspot.com/2011/08/book-review-for-courageous-by-randy.html', 'https://barbaraleeharper.com/2014/05/21/book-review-courageous/', 'https://dove.org/review/8987-courageous-novel/', 'https://familyfiction.com/q-a-randy-alcorn-on-courageous/']"
Never Buried Leigh Koslow Mystery 1,"Claire, Edie","[1, ""Leigh Koslow""]","['https://www.goodreads.com/book/show/37335', 'https://www.goodreads.com/book/show/7259598', 'https://cozy-mystery.com/blog/edie-claires-never-buried/', 'https://www.rjjulia.com/book/9781946343505', 'https://www.thriftbooks.com/w/never-buried-leigh-koslow-mystery-1_edie-claire/383730/']"
The Accidental Cheerleader Candy Apple 1,"McCoy, Mimi","[1, ""Sophie Smith""]","['https://beautyandthebeanboots.wordpress.com/2016/08/12/final-countdown-friday-candy-apple-books/', 'https://goodreads.com/book/show/107922.The_Accidental_Cheerleader__Candy_Apple__1_', 'https://beautyandthebeanboots.wordpress.com/category/final-countdown-friday/', 'https://oceanofpdf.com/category/authors/mimi-mccoy/', 'https://en.wikipedia.org/wiki/The_Accidental_Cheerleader']"
Promises Promises Mencintaimu Sekali Lagi,Dahlian,"[0, """"]","['https://www.pinterest.com/pin/promises-promises-mencintaimu-sekali-lagi--163888873913355829/', 'https://www.fanfiction.net/u/5694903/namika-ashara', 'https://www.cp.jku.at/people/schedl/data/MusicMicro/11.11-09.12/track_mapping.txt', 'https://www.fanfiction.net/u/4185788/mitarafortunadow', 'https://driwancybermuseum.wordpress.com']"
The Keeper of the Bees,"Stratton-Porter, Gene","[1, ""Margaret Cameron""]","['https://www.goodreads.com/book/show/107933.The_Keeper_of_the_Bees', 'https://app.thestorygraph.com/book_reviews/7c258150-375d-4364-b4ff-6dfe8115796e', 'http://comewithmeifyouwanttoread.blogspot.com/2016/12/the-keeper-of-bees-by-gene-stratton.html', 'https://en.wikipedia.org/wiki/The_Keeper_of_the_Bees_(1935_film)', 'https://en.wikipedia.org/wiki/Keeper_of_the_Bees_(1947_film)']"
The Magic Pudding,"Lindsay, Norman","[0, """"]","['http://www.wordcandy.net/2019-08-26-the-magic-pudding-by-norman-lindsay', 'https://en.wikipedia.org/wiki/The_Magic_Pudding_(film)', 'https://tintededges.com/2019/03/16/the-magic-pudding-the-adventures-of-bunyip-bluegum/', 'https://rarestkindofbest.com/2011/05/03/the-magic-pudding/', 'https://en.wikisource.org/wiki/The_Magic_Pudding']"
Golden Lies,"Freethy, Barbara","[1, ""Paige Hathaway""]","['https://www.barnesandnoble.com/w/golden-lies-barbara-freethy/1140498268', 'https://mrsgiggles.com/golden-lies-by-barbara-freethy/', 'https://www.goodreads.com/author/136075.Barbara_Freethy/questions', 'https://www.thriftbooks.com/w/golden-lies_barbara-freethy/498844/', 'https://barbarafreethy.com/products/exclusive-summer-reads-bundle-1']"
The Soulkeepers The Soulkeepers 1,"Ching, G.P.","[0, """"]","['https://www.goodreads.com/book/show/11222058', 'http://dreaminginbooks.blogspot.com/2012/02/review-soulkeepers-by-gp-ching.html', 'https://www.goodreads.com/book/similar/15729324-marked', 'https://www.romance.io/topics/newest/dual-pov,young%20adult/104', 'http://pho.tiyuti.com/list/BOOKSALL']"
The Statistical Probability of Love at First Sight,"Smith, Jennifer E.","[1, ""Hadley Sullivan""]","['https://heartfullofbooks.com/2016/02/20/review-the-statistical-probability-of-love-at-first-sight-by-jennifer-e-smith/', 'https://drizzleandhurricanebooks.com/2015/07/19/review-the-statistical-probability-of-love-at-first-sight-jennifer-e-smith/', 'https://catonthebookshelf.wordpress.com/2016/08/15/the-statistical-probability-of-love-at-first-sight-by-jennifer-e-smith/', 'https://www.supersummary.com/the-statistical-probability-of-love-at-first-sight/major-character-analysis/', 'https://mnbernardbooks.wordpress.com/2016/08/07/review-statistical-probability-love-at-first-sight-jennifer-e-smith/']"
