title,author,answer,citation
Heist Society Heist Society 1,"Carter, Ally","[1, ""Katarina Bishop""]","['https://allycarter.com/books/heist-society/', 'https://theishgirl.com/the-dish-on-author-ally-carter/', 'https://en.wikipedia.org/wiki/Heist_Society', 'https://www.hachettebookgroup.com/series/ally-carter/a-heist-society-novel/', 'https://seriesousbookreviews.com/2014/01/20/series-review-heist-society-by-ally-carter/']"
The First Rule Elvis Cole 13 Joe Pike 2,"Crais, Robert","[0, """"]","['https://petrona.typepad.com/petrona/2010/05/book-review-the-first-rule-by-robert-crais.html', 'https://crimereads.com/robert-crais-a-crime-readers-guide-to-the-classics/', 'https://www.goodreads.com/book/show/6574542', 'https://www.debbimack.com/blog/general/a-book-review-of-the-first-rule-by-robert-crais/', 'https://www.marilynsmysteryreads.com/book-author/robert-crais/']"
Peter,"Walker, Kate","[0, """"]","['https://www.goodreads.com/book/show/9351678', 'https://katewalkeraustralia.com/peter/', 'https://onecard.network/client/en_AU/charlessturt/search/detailnonmodal/$N/ada?qu=Berg%2C+Peter.&rw=1&te=2114722047', 'https://booksrun.com/9780618111305-peter', 'http://timfredrick.typepad.com/timfredrick/2006/07/ya_lit_review_p.html']"
Cold Service Spenser 32,"Parker, Robert B.","[0, """"]","['https://www.goodreads.com/book/show/69634.Cold_Service', 'https://www.goodreads.com/book/show/29422106-cold-service', 'https://www.bookreporter.com/reviews/cold-service-a-spenser-novel', 'https://www.whistlestoppers.com/robert-b-parker/cold-service-spenser-32', 'https://www.barnesandnoble.com/w/cold-service-robert-b-parker/1100249802']"
Protect and Defend,"Patterson, Richard North","[1, ""Mary Ann Tierney""]","['https://www.goodreads.com/book/show/590735', 'https://www.penguinrandomhouse.com/books/128173/protect-and-defend-by-richard-north-patterson/', 'https://feminist.org/news/protect-and-defend-the-politics-of-abortion/', 'https://www.michbar.org/file/barjournal/article/documents/pdf4article308.pdf', 'https://www.penguin.com.au/books/protect-and-defend-9781407058740']"
Sidney Sheldons Mistress of the Game,"Bagshawe, Tilly","[1, ""Lexi Templeton""]","['https://www.goodreads.com/book/show/6578830-sidney-sheldon-s-mistress-of-the-game', ""https://en.wikipedia.org/wiki/Sidney_Sheldon's_Mistress_of_the_Game"", 'https://freshfiction.com/review.php?id=26334', 'http://www.publishersweekly.com/9780061841941', 'https://www.goodreads.com/book/show/9477792']"
Until We Meet Again Bluford High 7,"Schraff, Anne E.","[1, ""Darcy Wills""]","['https://www.goodreads.com/book/show/65811.Until_We_Meet_Again', 'https://www.romance.io/topics/best/length-novella,african-american/2', 'https://www.romance.io/topics/best/young%20adult,black-mc/2', 'https://personalization.mpi-inf.mpg.de/PERSPECTIVES23/GR10k_random/users_profile_item.title_random_sentence_csTrue_nnTrue.csv', 'https://www.slideserve.com/werner/until-we-meet-again']"
13 Treasures Thirteen Treasures 1,"Harrison, Michelle","[1, ""Tanya""]","['https://www.goodreads.com/book/show/46248799-the-thirteen-treasures', 'https://www.thebooksmugglers.com/2011/01/joint-review-13-treasures-by-michelle-harrison.html', 'https://www.goodreads.com/book/show/29452034', 'https://www.thebooksmugglers.com/2011/01/i-love-this-series-the-%E2%80%9C13-treasures%E2%80%9D-trilogy-by-michelle-harrison.html', 'https://lilyandthefae.wordpress.com/2019/08/04/20booksofsummer-11-13-treasures-michelle-harrison/']"
Shadowland The Immortals 3,"Noel, Alyson","[1, ""Ever""]","['https://www.goodreads.com/book/show/7123243', 'http://www.idsoratherbereading.com/2010/04/review-of-shadowland-immortals-series-3.html', 'https://www.barnesandnoble.com/w/shadowland-alyson-no-l/1115866865', 'https://www.maryse.net/reading-order-guide/alyson-noel-the-immortals-series-reading-order.html', 'https://authoranalysis13.wordpress.com/2010/09/12/shadowland/']"
The Lonesome Gods An Epic Novel of the California Desert Louis LAmours Lost Treasures,"L'Amour, Louis","[1, ""Miss Nesselrode""]","['http://wordsmithonia.blogspot.com/2013/03/the-lonesome-gods-by-louis-lamour.html', 'http://geoffprewett.com/BookReviews/LonesomeGods.html', 'https://www.goodreads.com/book/show/6581568', 'https://www.louislamour.com/novels/women.htm', 'https://www.librarything.com/work/71352/t/The-Lonesome-Gods']"
First King of Shannara Shannara 0,"Brooks, Terry","[1, ""Mareth""]","['https://alitheia.org/shannarafiles/First_King_List.php', 'https://en.wikipedia.org/wiki/Shannara', 'https://dailygeekette.wordpress.com/2017/05/04/women-of-shannara-a-feminist-look-at-amberle-and-eretria/', 'https://goodreads.com/book/show/1256797.First_King_of_Shannara', 'https://en.wikipedia.org/wiki/First_King_of_Shannara']"
Peter and the Sword of Mercy Peter and the Starcatchers 4,"Barry, Dave","[1, ""Wendy Darling""]","['https://www.goodreads.com/book/show/10571342', 'https://en.wikipedia.org/wiki/Characters_of_Peter_Pan', 'https://www.barnesandnoble.com/w/peter-and-the-sword-of-mercy-dave-barry/1100049152?bvstate=pg%3A3%2Fct%3Ar', 'https://boulderjunction.northernwaters.org/GroupedWork/34c0939c-52ca-cfe2-1646-d2024d7e7dd7', 'https://www.barnesandnoble.com/w/peter-and-the-sword-of-mercy-dave-barry/1100049152']"
Archangels Kiss Guild Hunter 2,"Singh, Nalini","[1, ""Elena Deveraux""]","['https://www.goodreads.com/book/show/6582637-archangel-s-kiss', 'https://www.goodreads.com/book/show/26199415.Archangel_s_Kiss__Guild_Hunter___2_', 'https://www.barnesandnoble.com/w/archangels-kiss-nalini-singh/1100316049', 'https://earthandskye.org/2020/11/03/archangels-kiss-by-nalini-singh/', 'https://www.goodreads.com/book/show/8041553']"
Song of Solomon A Novel Vintage International,"Morrison, Toni","[1, ""Pilate""]","['https://www.orange.k12.nj.us/cms/lib7/NJ01000601/Centricity/Domain/216/Women%20Who%20Make%20a%20Man.pdf', 'https://www.sparknotes.com/lit/solomon/characters/', 'https://www.litcharts.com/lit/song-of-solomon/themes/masculinity-and-femininity', 'https://glocat.geneseo.edu/discovery/openurl?institution=01SUNY_GEN&rfr_id=info%3Asid%252Fprimo.exlibrisgroup.com-bX-Bx&rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3A&rft.epage=73&rft.volume=28&rft_id=info%3Adoi%2F&rfr_id=info%3Asid%2Fprimo.exlibrisgroup.com-25691054-Bx&rft.jtitle=Atenea&rft.isbn=&rft.btitle=&rft.genre=article&rft.issue=2&rft.auinit1=S&rft.eisbn=&rft.aulast=Ahmad&rft.auinit=S&rft.spage=59&rft.au=Ahmad%2C+Soophia&rft.atitle=Women+Who+Make+a+Man%3A+Female+Protagonists+in+Toni+Morrison%27s+Song+of+Solomon&rft_dat=&rft.issn=0885-6079&rft.eissn=&svc_dat=CTO&u.ignore_date_coverage=true&vid=01SUNY_GEN%3A01SUNY_GEN', 'http://www.cscanada.net/index.php/sll/article/view/13086']"
Dark Symphony Scarletti Dynasty 2 Dark 9,"Feehan, Christine","[1, ""Antonietta Scarletti""]","['https://www.goodreads.com/book/show/621611', 'https://christinefeehan.com/carpathian-guide-new/characterdescriptions.html', 'https://www.librarycat.org/lib/debbward/item/47912561', 'https://www.christinefeehan.com/carpathian-guide-new/DarkSymphony.html', 'https://www.goodreads.com/book/show/6583488']"
Anne of Windy Poplars Anne of Green Gables 4,"Montgomery, L.M.","[1, ""Anne Shirley""]","['https://en.wikipedia.org/wiki/Anne_of_Windy_Poplars_(film)', 'https://www.imdb.com/title/tt0032211/', 'https://grabthelapels.com/2016/08/08/windy/', 'https://karensbooksandchocolate.blogspot.com/2021/04/1936-club-anne-of-windy-poplars-by-l-m.html', 'https://kristidrillien.com/2020/09/28/book-review-anne-of-windy-poplars/']"
Nine Rules to Break When Romancing a Rake Love By Numbers 1,"MacLean, Sarah","[1, ""Lady Calpurnia Hartwell""]","['https://smartbitchestrashybooks.com/reviews/rita-reader-challenge-review-nine-rules-to-break-when-romancing-a-rake-by-s/', 'https://www.goodreads.com/book/show/6584134-nine-rules-to-break-when-romancing-a-rake', 'https://literaryhypewoman.com/2024/09/09/book-review-nine-rules-to-break-when-romancing-a-rake-by-sarah-maclean/', 'http://www.confessionsofabookaddict.com/2013/12/book-review-nine-rules-to-break-when.html', 'https://www.sarahmaclean.net/nine-rules-to-break-when-romancing-a-rake']"
A Clash of Kings A Song of Ice and Fire 2,"Martin, George R.R.","[1, ""Daenerys Targaryen""]","['https://www.sparknotes.com/lit/a-clash-of-kings/characters/', 'https://www.ebsco.com/research-starters/literature-and-writing/clash-kings-analysis-major-characters', 'https://awoiaf.westeros.org/index.php/A_Clash_of_Kings-Appendix', 'https://comicvine.gamespot.com/george-rr-martins-a-clash-of-kings/4050-101935/characters/', 'https://awoiaf.westeros.org/index.php/POV_character']"
March,"Brooks, Geraldine","[1, ""Marmee March""]","['https://en.wikipedia.org/wiki/March_(novel)', 'https://www.readinggroupguides.com/reviews/march', 'https://louisamayalcottismypassion.com/2012/05/06/book-review-march-by-geraldine-brooks/', 'https://www.literaturelust.com/post/how-the-novel-march-uses-little-women-as-a-springboard-to-a-pulitzer', 'https://www.enotes.com/topics/march/characters']"
Calder Pride,"Dailey, Janet","[1, ""Cat Calder""]","['https://www.goodreads.com/book/show/238519', 'https://www.publishersweekly.com/9780060176990', 'https://www.goodreads.com/book/show/65990359', 'https://www.abebooks.com/9780060727239/Calder-Pride-Dailey-Janet-0060727233/plp', 'https://www.barnesandnoble.com/w/calder-pride-janet-dailey/1100243511']"
Changes The Dresden Files 12,"Butcher, Jim","[1, ""Susan Rodriguez""]","['https://en.wikipedia.org/wiki/The_Dresden_Files_characters', 'https://reactormag.com/lemgchangeslemg-book-12-of-the-dresden-files-by-jim-butcher/', 'https://forums.darklordpotter.net/threads/jim-butchers-writing-of-women.40232/', 'https://www.goodreads.com/book/show/6585201', 'https://iemergedinlondonrain.wordpress.com/2018/02/15/book-review-changes-dresden-files-12-by-jim-butcher/']"
The Thousand Orcs The Hunters Blades 1 The Legend of Drizzt 17,"Salvatore, R.A.","[1, ""Catti-brie""]","['https://www.goodreads.com/book/show/66683', 'https://forgeofmyth.wordpress.com/2018/09/26/dd-famous-females-of-faerun/', 'http://www.geocities.ws/snkt_wtf/drizztbooks/05HuntersBladeTrilogy/01_The_Thousand_Orcs', 'https://www.enworld.org/threads/the-lone-drow-spoiler-thread.67852/', ""https://www.librarything.com/character/Drizzt+Do'Urden""]"
The Perils of Pursuing a Prince Desperate Debutantes 2,"London, Julia","[1, """"]","['https://www.goodreads.com/book/show/6948625', 'https://mrsgiggles.com/the-perils-of-pursuing-a-prince-by-julia-london/', 'https://www.simonandschuster.com/books/The-Perils-of-Pursuing-a-Prince/Julia-London/Desperate-Debutantes/9781501107672', 'https://www.barnesandnoble.com/w/the-perils-of-pursuing-a-prince-julia-london/1100335318', 'http://www.publishersweekly.com/9781416516163']"
Silver Master Harmony 4,"Castle, Jayne","[1, ""Celinda Ingram""]","['https://www.goodreads.com/book/show/8224936', 'https://www.goodreads.com/book/show/7743128-dark-light', 'https://bbb.edouniversity.edu.ng/27448534/zcampaignc/ioccuro/bhirex/flash+by+krentz+jayne+ann+author+paperback+2008.pdf', 'https://bbb.edouniversity.edu.ng/43518170/esecurey/kprotectn/isealt/forbidden+keys+to+persuasion+by+blair+warren+free.pdf', 'https://www.barnesandnoble.com/w/silver-master-jayne-castle/1116996092']"
Sing Me to Sleep,"Morrison, Angela","[1, ""Beth""]","['https://www.goodreads.com/book/show/6586512-sing-me-to-sleep', 'http://dreaminginbooks.blogspot.com/2010/08/review-sing-me-to-sleep-by-angela.html', 'https://www.teenink.com/reviews/book_reviews/article/195302/Sing-Me-To-Sleep-by-Angela-Morrison', 'http://www.blogginboutbooks.com/2010/01/sing-me-to-sleep-thing-of-beauty-with.html?m=1', 'https://newbookrecommendation.com/summary-of-sing-me-to-sleep-by-angela-morrison-a-detailed-synopsis/']"
Night Embrace DarkHunter 2,"Kenyon, Sherrilyn","[1, ""Sunshine Runningwolf""]","['https://www.goodreads.com/book/show/84140.Night_Embrace', 'https://www.goodreads.com/characters/60832-cherise-nicole-gautier', 'https://www.romance.io/topics/most/non-human-hero,gifted%20heroine/9', 'https://www.romance.io/topics/best/non-human-heroine,new%20adult/10', 'https://www.shortform.com/best-books/genre/best-public-relations-books-of-all-time']"
Silver Borne Mercy Thompson 5,"Briggs, Patricia","[1, ""Mercy Thompson""]","['https://www.graphicaudio.net/mercy-thompson-5-silver-borne.html', 'https://www.hurog.com/wiki/identified_mundane_humans', 'https://www.goodreads.com/book/show/6587387-silver-borne', 'http://alphareader.blogspot.com/2010/04/silver-borne-by-patricia-briggs.html', 'https://www.patriciabriggs.com/wiki/identified_fae']"
City of Night  Dean Koontzs Frankenstein 2,"Koontz, Dean","[1, ""Carson O'Connor""]","[""https://en.wikipedia.org/wiki/Dean_Koontz's_Frankenstein"", 'https://www.goodreads.com/book/show/492861', 'https://brandywinebooks.net/?p=2183', 'https://brazenbroadsbookbash.wordpress.com/2010/09/06/frankenstein-book-two-city-of-night-dean-koontz/', 'https://www.scribd.com/document/235344527/2-City-of-Night-Dean-Koontz']"
The Big Bad Wolf  Alex Cross 9,"Patterson, James","[0, """"]","['https://www.goodreads.com/book/show/6588', 'https://en.wikipedia.org/wiki/Alex_Cross_(novel_series)', 'https://sobrief.com/books/the-big-bad-wolf', 'https://www.librarycat.org/lib/biblio99/item/258783990', 'https://www.goodreads.com/book/show/6588.The_Big_Bad_Wolf']"
The Sirens of Titan,"Vonnegut Jr., Kurt","[1, ""Beatrice Rumfoord""]","['https://www.litcharts.com/lit/the-sirens-of-titan/characters', 'https://www.gradesaver.com/sirens-of-titan/study-guide/character-list', 'http://www.vonnegutreview.com/2013/06/the-sirens-of-titan.html', 'https://www.vonnegutlibrary.org/2018/07/sirens-titan-emma-reacts/', 'https://joestraw9.blogspot.com/2017/04/the-sirens-of-titan-adapted-by-stuart.html']"
Elizabeth Street,"Fabiano, Laurie","[1, ""Giovanna""]","['https://www.goodreads.com/book/show/40720875-elizabeth-street', 'https://booksatruestory.com/2013/06/13/book-review-elizabeth-street-laurie-fabiano/', 'https://mauriceonbooks.wordpress.com/2012/10/28/elizabeth-street-by-laurie-fabiano/', 'https://noiaw.org/news/meet-laurie-fabiano-author-of-best-selling-novel-elizabeth-street/', 'https://orderisda.org/culture/literature/book-review-elizabeth-street/']"
The Unwritten Rule,"Scott, Elizabeth","[1, ""Sarah""]","['https://smartbitchestrashybooks.com/reviews/the-unwritten-rule-by-elizabeth-scott/', 'https://www.thebooksmugglers.com/2010/03/book-review-the-unwritten-rule-by-elizabeth-scott.html', 'https://www.goodreads.com/book/show/6589111-the-unwritten-rule', 'https://booksithinkyoushouldread.blogspot.com/2010/08/unwritten-rule.html', 'https://missprint.wordpress.com/2010/10/13/the-unwritten-rule-a-chick-lit-wednesday-review/']"
The Hellbound Heart Hellraiser 1,"Barker, Clive","[1, ""Julia""]","['https://www.fantasybooknerd.com/2022/10/the-hellbound-heart-clive-barker.html', 'http://cdn.wickedhorror.com/features/editorials/growing-kirsty-evolution-hellraisers-heroine/', 'https://en.wikipedia.org/wiki/List_of_Hellraiser_characters', 'https://www.michaelfsimpson.com/post/the-hellbound-heart', 'https://www.dreadcentral.com/news/260293/ever-wondered-happened-hellraisers-kirsty-hellbound-heart/']"
Face the Fire Three Sisters Island 3,"Roberts, Nora","[1, ""Mia Devlin""]","['https://www.goodreads.com/book/show/22368110-face-the-fire', 'https://allaboutromance.com/book-review/face-the-fire-nora-roberts/', 'https://bookjourney.net/2024/01/26/face-the-fire-by-nora-roberts/', 'http://www.publishersweekly.com/9780515132878', 'https://natashastander.wordpress.com/tag/mia-devlin/']"
Rivers End,"Roberts, Nora","[1, ""Olivia MacBride""]","['https://www.penguinrandomhouse.com/books/355052/rivers-end-by-nora-roberts/', 'https://natashastander.wordpress.com/2013/08/21/book-review-rivers-end-nora-roberts/', 'https://www.bookrags.com/shortguide-rivers-end/characters.html', 'https://www.kirkusreviews.com/book-reviews/nora-roberts/rivers-end/', 'https://www.enotes.com/topics/rivers-end/characters']"
Dance of the Gods Circle trilogy 2,"Roberts, Nora","[1, ""Blair Murphy""]","['https://www.goodreads.com/book/show/31313.Dance_of_the_Gods', 'https://www.goodreads.com/book/show/6314454', 'https://www.thriftbooks.com/series/circle-trilogy/39626/', 'https://www.hudsonbooksellers.com/book/9780425280218', 'https://thegameofnerds.com/2024/08/08/tgon-reads-dance-of-the-gods-by-nora-roberts-book-2-in-the-circle-trilogy/']"
Curious Wine,"Forrest, Katherine V.","[1, ""Diane Holland""]","['https://www.goodreads.com/book/show/659002', 'https://othemts.wordpress.com/2022/05/09/book-review-curious-wine-by-katherine-v-forrest/', 'https://www.bellabooks.com/product/9781594932557/', 'https://lambdaliterary.org/2014/01/katherine-v-forrest-a-different-light/', 'https://www.goodreads.com/book/show/659002.Curious_Wine']"
Nineteen Seventy Four Red Riding 1,"Peace, David","[0, """"]","['https://www.goodreads.com/book/show/659058.Nineteen_Seventy_Four', 'https://www.goodreads.com/book/similar/22797-the-cold-six-thousand', 'https://kepagewriter.com/2014/06/', 'https://www.goodreads.com/book/show/4465974', 'https://www.goodreads.com/book/show/21939062']"
Nineteen Seventy Seven Red Riding 2,"Peace, David","[0, """"]","['https://www.goodreads.com/book/show/659059.Nineteen_Seventy_Seven', 'https://blog.sipeed.com/data/uploaded-files/fetch.php/Nineteen_Seventy_Seven_Red_Riding_2_By_David_Peace.pdf', 'https://www2.parklanejewelry.com/public/book-search/Download_PDFS/Nineteen_Seventy_Seven_Red_Riding_2_By_David_Peace.pdf', 'https://www.goodreads.com/book/similar/456959-looking-for-the-possible-dance', 'https://blog.sipeed.com/public/publication/default.aspx/Berenice_Abbott_Paris_Portraits_1925_1930.pdf']"
